pmid,title,abstract,journal,publicationDate,doi,firstAuthor,lastAuthor,authorAffiliations,meshTags,keywords
40549490,Description of Physician Champion Efforts to Expand Buprenorphine Treatment in Primary Care and Explore a Quality Implementation Measure of Success: Buprenorphine as a Percentage of All Opioids Prescribed.,"This study describes the impact of a single physician champion's implementation efforts to increase buprenorphine treatment for opioid use disorder (OUD) in primary care and a ""proof-of-concept"" new quality electronic health record outcome indicative of success. Five primary care clinics at one academic medical center participated in this retrospective program evaluation conducted from October 2021 to December 2023. A physician champion led all implementation strategies for buprenorphine prescribing, including ""en bloc"" group engagement and training of physicians at clinic A; a limited set of implementation resources was later shared with clinic B. Clinics C-E served as controls. Electronic health record outcome measures from each clinic included (1) percent of clinicians prescribing buprenorphine, (2) number of buprenorphine prescriptions, (3) number of full opioid agonist prescriptions, and (4) percentage buprenorphine (PB) prescriptions defined as the number of buprenorphine prescriptions divided by the sum of the total number of buprenorphine and full mu-opioid agonist prescriptions. During the 2-year period at clinic A, all clinicians prescribed buprenorphine; there was a decrease in full agonist prescribing, and PB increased from 0% to 30.8%. PB increased also at Clinic B. Buprenorphine prescribing did not increase, full agonist prescribing was stable, and PB remained <10% at control clinics. These results show that a single physician can help other clinicians initiate and sustain buprenorphine prescribing. The PB metric, which includes full agonist prescribing along with buprenorphine, may be a particularly important quality metric for tracking implementation progress and quality improvement.",Journal of addiction medicine,2025-06-23,10.1097/ADM.0000000000001535,Thaddeus R Salmon,Michelle R Lofwall,"Department of Internal Medicine, Division of General Internal Medicine, University of Kentucky College of Medicine, Lexington, KY (TRS); Department of Internal Medicine, Division of Hospital Medicine, University of Kentucky College of Medicine, Lexington, KY (AMS); Departments of Behavioral Science and Psychiatry, Center on Drug and Alcohol Research, University of Kentucky College of Medicine, Lexington, KY (MRL).",N/A,"buprenorphine, implementation science, office-based opioid treatment, opioid use disorder, quality improvement"
40549495,Management of Opioid Use Disorder Among Peripartum Individuals During Hospitalization.,"Peripartum opioid use disorder (OUD) is a significant public health concern. Although hospital admission for labor and delivery is common, little is known about hospitalized peripartum individuals with OUD or their inpatient management. The purpose of this study was to characterize hospitalized peripartum individuals with OUD who were seen by an OUD consult service and to examine their inpatient OUD treatment. This was a retrospective cohort study of peripartum individuals who received an OUD consult from May 2020 to April 2022. All individuals were pregnant or up to 3 months postpartum at admission. Substance use and psychosocial history were collected, along with timing and acceptance of medication for opioid use disorder (MOUD) and details of discharge transitions. Of the 23 peripartum individuals with OUD who received a consult during admission, 61% were white, 30% were black, and all were non-Hispanic. Most individuals (78%) had Medicaid. Only 30% were using MOUD at hospital admission. Two-thirds (63%) of those not using MOUD were started on treatment during hospitalization, most commonly with buprenorphine-naloxone. At discharge, most (74%) individuals were connected to outpatient OUD treatment. Of the total, 35% self-directed their discharge, and there was a higher proportion of self-directed discharges among those who did not receive inpatient MOUD compared with those who did (P < 0.01). Hospitalization during the peripartum period is an important opportunity for initiation of MOUD and linkage to longitudinal, community OUD services. Further understanding of factors contributing to high rates of self-directed discharge in the peripartum period is needed.",Journal of addiction medicine,2025-06-23,10.1097/ADM.0000000000001523,Shelby A Powers,Rebecca Lumsden,N/A,N/A,"medications for opioid use disorder, opioid use, pregnancy"
40555701,Risk factors for development of diabetic foot ulcer disease in two large contemporary UK cohorts.,"Diabetic foot ulcer disease (DFUD) is common, life-changing and associated with a lower 5-Year survival rate than many cancers. However, the risk factors for DFUD have generally been identified in small, single-centre, clinic-based studies, many of which are cross-sectional. This study aims to assess the incidence of DFUD and its related risk factors in two large, contemporary UK cohorts. We investigated common sociodemographic and clinical factors affecting the incidence rates of DFUD in two large representative independent cohorts of people with diabetes in England (CPRD, n = 131 042) and Scotland (Scottish Diabetes Research Network-National Diabetes Dataset [SDRN-NDS] n = 260 748). The methods of case ascertainment differed between the two cohorts: in England, both primary and secondary care data were used, whereas in Scotland, secondary care and foot clinic data were used. In the English cohort, 4.7% developed DFUD over a median of 4.3years (incidence rate 9.0[95%CI: 8.8-9.2] per 1000 person-years) follow-up; in the Scottish cohort, the equivalent figure was 2.9% over a median of 6.3 years (incidence rate 4.4 [95% CI: 4.3-4.5] per 1000 person-years). Despite different methods of case ascertainment, multivariable analysis in both populations indicated that those who developed DFUD were more likely to be older, male, smokers, of White ethnicity, with higher systolic blood pressure and baseline HbA1c. These findings provide a robust evidence base for identifying people with diabetes at risk of DFUD for targeted efforts for prevention.","Diabetes, obesity & metabolism",2025-06-24,10.1111/dom.16519,Safoora Gharibzadeh,Edward Gregg,"Leicester Real World Evidence Unit, Diabetes Research Centre, Leicester General Hospital, University of Leicester, Leicester, UK.; Robertson Centre for Biostatistics, School of Health and Wellbeing, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, UK.; Leicester, UK.; National Institute for Health and Care Research Applied Research Collaboration East Midlands, Leicester, UK, University of Glasgow, UK.; Robertson Centre for Biostatistics, School of Health and Wellbeing, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, UK.; Leicester Real World Evidence Unit, Diabetes Research Centre, Leicester General Hospital, University of Leicester, Leicester, UK.; Leicester Real World Evidence Unit, Diabetes Research Centre, Leicester General Hospital, University of Leicester, Leicester, UK.; SCHARR, Sheffield Centre for Health and Related Research, Division of Population Health, School of Medicine and Population Health, University of Sheffield, Sheffield, UK.; SCHARR, Sheffield Centre for Health and Related Research, Division of Population Health, School of Medicine and Population Health, University of Sheffield, Sheffield, UK.; Department of Metabolism, Digestion and Reproduction, Faculty of Medicine, Chelsea and Westminster Hospital Campus, Imperial College London, London, UK.; Derby, UK.; Robertson Centre for Biostatistics, School of Health and Wellbeing, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, UK.; NHS Tayside, Scotland Dundee, UK, Scotland, UK.; Department of Population Health Sciences, University of Leicester, Leicester, UK.; Division of Clinical Medicine, University of Sheffield, Sheffield, UK.; Diabetes Research Unit, Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield, UK.; Diabetes Research Centre, College of Life Sciences, University of Leicester, Leicester, UK.; Centre for Population Health Sciences, Usher Institute, University of Edinburgh, University of Leicester, Leicester, UK.; Leicester Real World Evidence Unit, Diabetes Research Centre, Leicester General Hospital, University of Leicester, Leicester, UK.; Leicester, UK.; National Institute for Health Research Leicester Biomedical Research Centre, Leicester, UK.; Leicester Real World Evidence Unit, Diabetes Research Centre, Leicester General Hospital, University of Leicester, Leicester, UK.; Robertson Centre for Biostatistics, School of Health and Wellbeing, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, UK.; School of Health and Wellbeing, College of Medical, Veterinary and Life Sciences, University of Glasgow, Clarice Pears Building, Level 5 90 Byres Road, Glasgow, UK.; School of Population Health, RCSI University of Medicine and Health Sciences, Dublin, Ireland.",N/A,"cardiovascular disease, diabetes complications, real‐world evidence, type 1 diabetes, type 2 diabetes"
40562508,Long-Term Wildfire Smoke Exposure and Increased Risk of Heart Failure in Older Adults.,"Fine particulate matter, defined as particles <2.5 μm in diameter (PM This study sought to evaluate the association between long-term exposure to wildfire smoke PM This retrospective cohort study analyzed data from Medicare fee-for-service beneficiaries between 2007 and 2018. We linked individuals to high-resolution exposure estimates of fire smoke and nonfire smoke PM The cohort included approximately 22 million fee-for-service enrollees, with a follow-up totaling 115 million person-years. The mean smoke PM In this national cohort, long-term exposure to fire smoke-related PM",Journal of the American College of Cardiology,2025-07-01,10.1016/j.jacc.2025.04.058,Hua Hao,Yang Liu,"Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Department of Biostatistics and Bioinformatics, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; DeBakey Heart and Vascular Center, Houston Methodist, Houston, Texas, USA.; Piedmont Heart Institute, Piedmont Hospital, Atlanta, Georgia, USA.; Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Department of Biostatistics and Bioinformatics, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Department of Epidemiology, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA.; Gangarosa Department of Environmental Health, Rollins School of Public Health, Emory University, Atlanta, Georgia, USA. Electronic address: yang.liu@emory.edu.","Humans, Heart Failure, Aged, Female, Male, Retrospective Studies, Smoke, United States, Particulate Matter, Environmental Exposure, Wildfires, Aged, 80 and over, Risk Factors, Time Factors","heart failure, particulate matter, smoke"
40569592,Receipt of Buprenorphine and Naltrexone for Opioid Use Disorder by Race and Ethnicity and Insurance Type.,"Despite expanded efforts to improve treatment access, inequities exist in the receipt of medications for opioid use disorder by race and ethnicity and insurance type. To examine inequities in access to medications for opioid use disorder (MOUD)-specifically buprenorphine and naltrexone-by race and ethnicity and insurance type after opioid-related health care events. This retrospective cohort study used data from the Institute for Health Equity Research Multi-Payor Claims Database, which includes more than 130 million individuals across commercial, Medicaid, and Medicare Advantage insurance plans. The cohort consisted of patients aged 18 years or older with an opioid use disorder (OUD)-related health care event (opioid-related overdose, infection, or treatment event) that occurred between January 1, 2017, and December 31, 2022. Statistical analysis was conducted from October 2023 to December 2024. Race and ethnicity and insurance type, including commercial insurance, Medicaid, and Medicare Advantage, were the primary exposures. The primary outcome was receipt of MOUD (buprenorphine or naltrexone) within 180 days of an OUD-related health care event. Logistic regression models were used to assess the associations of MOUD receipt with race and ethnicity and with insurance type, adjusting for demographic, clinical, time, and geographical covariates. Among 176 997 index events involving 164 728 patients between 2017 and 2022, the mean (SD) patient age was 40.0 (13.1) years; 104 005 (58.8%) involved men; 1083 events (0.6%) were among Asian patients, 23 424 (13.2%) were among Black patients, 10 302 (5.8%) were among Hispanic patients, 90 124 (50.9%) were among White patients, and 4697 (2.7%) were among patients of other race and ethnicity; and 147 257 (83.2%) were covered by Medicaid. Black (adjusted estimated probability, 17.1% [95% CI, 13.0%-21.1%]) and Hispanic (adjusted estimated probability, 16.2% [95% CI, 11.6%-20.8%]) patients were significantly less likely than White patients (adjusted estimated probability, 20.5% [95% CI, 16.4%-24.7%]) to receive buprenorphine (Black patients: adjusted odds ratio [AOR], 0.75 [95% CI, 0.63-0.90]; adjusted risk difference [ARD], -3.4 percentage points [pp] [95% CI, -6.5 to -0.4 pp]; Hispanic patients: AOR, 0.69 [95% CI, 0.51-0.92]; ARD, -4.4 pp [95% CI, -9.1 to 0.4 pp]) but received naltrexone at similar rates. Patients with Medicaid (AOR, 1.39 [95% CI, 1.14-1.69]; ARD, 3.5 pp [95% CI, 0.9-6.1 pp]) or Medicare Advantage (AOR, 1.40 [95% CI, 1.05-1.86]; ARD, 3.6 pp [95% CI, -0.6 to 7.7 pp]) were more likely to receive buprenorphine compared with those with commercial insurance. Buprenorphine access improved incrementally from 2017 to 2022, reflecting recent clinical and policy changes; however, disparities persisted. In this cohort study of more than 17 600 opioid-related index health care events, race and ethnicity-based and insurance-based disparities in access to MOUD persisted despite efforts to expand treatment availability. These findings underscore the need for targeted interventions, including culturally tailored care, expanded access points, and policy reforms to address structural barriers and reduce inequities contributing to the overdose crisis.",JAMA network open,2025-06-02,10.1001/jamanetworkopen.2025.18493,Utsha G Khatri,Ka Ming Ngai,"Institute for Health Equity Research, Icahn School of Medicine at Mount Sinai, New York, New York.; Department of Population Health Science and Policy, Icahn School of Medicine at Mount Sinai, New York, New York.; Department of Emergency Medicine, Icahn School of Medicine at Mount Sinai, New York, New York.; Institute for Health Equity Research, Icahn School of Medicine at Mount Sinai, New York, New York.; Department of Population Health Science and Policy, Icahn School of Medicine at Mount Sinai, New York, New York.; Institute for Health Equity Research, Icahn School of Medicine at Mount Sinai, New York, New York.; Department of Population Health Science and Policy, Icahn School of Medicine at Mount Sinai, New York, New York.; Department of Emergency Medicine, Icahn School of Medicine at Mount Sinai, New York, New York.; Institute for Health Equity Research, Icahn School of Medicine at Mount Sinai, New York, New York.; Department of Population Health Science and Policy, Icahn School of Medicine at Mount Sinai, New York, New York.; Department of Emergency Medicine, Icahn School of Medicine at Mount Sinai, New York, New York.; Department of Emergency Medicine, Wayne State University, Detroit, Michigan.","Humans, Buprenorphine, Naltrexone, Male, Female, Opioid-Related Disorders, United States, Retrospective Studies, Middle Aged, Adult, Healthcare Disparities, Ethnicity, Narcotic Antagonists, Opiate Substitution Treatment, Medicaid, Insurance, Health, Racial Groups, Medicare Part C, Health Services Accessibility",N/A
40569596,Availability of Medications for Opioid Use Disorder in Opioid Treatment Programs.,"As the primary facilities authorized to dispense methadone, opioid treatment programs (OTPs) are a critical access point for medications for opioid use disorder (MOUD). However, research is limited on the extent to which OTPs offer a broad range of MOUD and on the characteristics of programs that provide more comprehensive medication offerings. To assess the percentage of US OTPs offering all 3 forms of MOUD (methadone, buprenorphine, and naltrexone) and compare organizational and county characteristics of OTPs with different MOUD service offerings. This longitudinal cross-sectional study used data on a panel of OTPs listed in the annual National Directory of Drug and Alcohol Use Treatment Facilities from 2017 to 2023. Measures included the percentage of OTPs offering buprenorphine, extended-release naltrexone, or all 3 MOUD from 2017 to 2023 (assuming all OTPs offered methadone). Descriptive statistics on organizational and county characteristics of OTPs by MOUD offerings were collected. Three longitudinal logistic regression models were used to estimate the odds of different MOUD offerings within OTPs, adjusting for organizational and county-level characteristics. This analysis included 10 298 facility-year observations, ranging from 1211 in 2017 to 1421 in 2023. From 2017 to 2023, the percentage of OTPs offering MOUD beyond methadone increased (buprenorphine: 811 [67.0%] in 2017 to 1209 [85.1%] in 2023; naltrexone: 463 [38.2%] in 2017 to 749 [52.7%] in 2023; all 3 MOUD: 402 [33.2%] in 2017 to 639 [45.0%] in 2023). OTPs offering all 3 MOUD (3985 [38.7%]) had significantly higher odds of accepting Medicare (adjusted odds ratio [AOR], 2.14; 95% CI, 1.67-2.74); offering peer services (AOR, 1.63; 95% CI, 1.25-2.12), mental health services (AOR, 2.07; 95% CI, 1.53-2.80), and telemedicine services (AOR, 1.53; 95% CI, 1.22-1.92); and being private nonprofit (AOR, 7.45; 95% CI, 4.67-11.87) or government operated (AOR, 41.83; 95% CI, 19.71-88.75) compared with private for profit. In this cross-sectional study of OTPs, although the availability of MOUD beyond methadone increased over time, most OTPs still did not offer all 3 forms of MOUD as of 2023. Specific organizational characteristics, such as being government operated and accepting Medicare, were associated with more comprehensive MOUD offerings. Future research should evaluate why OTPs vary in their MOUD offerings.",JAMA network open,2025-06-02,10.1001/jamanetworkopen.2025.17616,Zoe Lindenfeld,Noa Krawczyk,"Edward J. Bloustein School of Planning and Public Policy, Rutgers University, New Brunswick, New Jersey.; RAND, Santa Monica, California.; Department of Health Policy and Management, School of Public Health, University of Maryland, College Park.; Department of Mental Health, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland.; Department of Health Policy and Management, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland.; RAND, Santa Monica, California.; Department of Population Health, NYU Grossman School of Medicine, New York, New York.","Humans, Opioid-Related Disorders, Cross-Sectional Studies, Opiate Substitution Treatment, Naltrexone, Methadone, Buprenorphine, United States, Longitudinal Studies, Narcotic Antagonists, Health Services Accessibility, Substance Abuse Treatment Centers",N/A
40569933,Trends of long-term opioid therapy and subsequent discontinuation among people with chronic non-cancer pain in UK primary care: A retrospective cohort study.,"To examine trends of opioid use, focusing on long-term opioid therapy (L-TOT) and its discontinuation among people with chronic non-cancer pain (CNCP). Retrospective cohort study using UK Clinical Practice Research Datalink Aurum data. Incident opioid users (no opioid use in the prior year) with CNCP between 01/01/2009-31/12/2019. Among them, we identified L-TOT users (≥3 opioid prescriptions within 90 days, or total ≥90 supply days within the first year, excluding the initial 30 days) and L-TOT discontinuers (no opioid use for ≥180 days following a L-TOT). Yearly rates of incident opioid users (over CPRD-registered patients), L-TOT users (over incident opioid users), and L-TOT discontinuers (over L-TOT users) were calculated. Annual counts of each group were fitted using segmented negative binomial regression models with an offset considering their corresponding denominators from 2009 to 2019, excluding 2014 due to policy changes in that year. Among 2,839,161 incident opioid users, 11.4% (n = 324,877) transitioned into L-TOT users within one year, of which 4.8% (n = 15,484) discontinued. Between 2009-2013, rates of L-TOT users significantly declined by 2.6% (incidence rate ratio: 0.974; 95% confidence interval: 0.971 to 0.978) per annum, followed by a significant step change in 2015 (1.026, 1.009 to1.044), and a significant annual increase of 2.4% (1.024, 1.019 to 1.029) from 2015 to 2019, compared to the 2009-2013 trend. The annual rates of L-TOT discontinuers remained stable from 2009 to 2013 (0.987, 0.971 to 1.002), followed by a non-significant step change (0.990, 0.916 to 1.070) in 2015, and a significant decrease in slope by 2.6% (0.974, 0.951 to 0.998) per annum during 2015-2019, relative to 2009-2013. L-TOT has plateaued since 2015, accompanied with an accelerated decrease in discontinuation rates, suggesting ongoing reliance on opioids for CNCP management, despite increased awareness regarding L-TOT associated risks. This is likely due to the limited availability of other effective pharmacological options and non-pharmacological alternatives, and challenges in their accessibility.",PloS one,2025,10.1371/journal.pone.0326604,Qian Cai,Evangelos Kontopantelis,"Division of Informatics, Imaging & Data Sciences, School of Health Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.; Division of Informatics, Imaging & Data Sciences, School of Health Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.; Centre for Pharmacoepidemiology and Drug Safety, Division of Pharmacy and Optometry, University of Manchester, Manchester, United Kingdom.; Centre for Health Economics, Division of Population Health, Health Services Research and Primary Care, School of Health Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.; Division of Population Health, Health Services Research & Primary Care, School of Health Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.; National Institute for Health and Care Research (NIHR) School for Primary Care Research, Division of Population Health, Health Services Research and Primary Care, School of Health Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.; NIHR Greater Manchester Patient Safety Research Collaboration, University of Manchester, Manchester, United Kingdom.; Centre for Health Economics, Division of Population Health, Health Services Research and Primary Care, School of Health Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.; Division of Informatics, Imaging & Data Sciences, School of Health Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.; National Institute for Health and Care Research (NIHR) School for Primary Care Research, Division of Population Health, Health Services Research and Primary Care, School of Health Sciences, Faculty of Biology, Medicine and Health, University of Manchester, Manchester, United Kingdom.","Humans, Analgesics, Opioid, Retrospective Studies, Female, United Kingdom, Male, Chronic Pain, Middle Aged, Primary Health Care, Aged, Adult, Opioid-Related Disorders",N/A
40577006,Postpartum Medicaid Use in Birthing Parents and Access to Financed Care.,"The American Rescue Plan of 2021 allowed states to expand pregnancy Medicaid coverage to 12 months post partum. How the new policy affects Medicaid coverage and health care utilization is largely unknown. To quantify insurance coverage and care utilization for postpartum individuals under Medicaid policies that extended postpartum coverage to 12 months after delivery from 60 days. A retrospective study of Medicaid coverage and utilization in North Carolina using Medicaid claims from March 2016 to December 2023 was conducted. All Medicaid-funded births in North Carolina from January 2017 through December 2022 were included. A total of 3 periods were differentiated: before the COVID-19 public health emergency (PHE), during the PHE when there was a moratorium on Medicaid disenrollment, and after North Carolina adopted the 12-month postpartum extension through the American Rescue Plan of 2021. Length and type of postpartum Medicaid enrollment were evaluated. Utilization outcomes included indicators of (1) the receipt of at least 1 postpartum visit; (2) any contraceptive visit; (3) any primary care visit; (4) any outpatient mental health care, and (5) any outpatient substance use disorder (SUD) care. There were 353 957 Medicaid-funded births in North Carolina from January 2017 through December 2022. During the postpartum extension, Medicaid recipients were more likely to have been continuously covered by comprehensive Medicaid at 12 months post partum (97.1% vs 26.5% pre-PHE). Beneficiaries in the extended coverage cohorts were substantially more likely to use Medicaid-financed care than those in the pre-PHE cohort for contraception (47.8% for the PHE cohort and 47.9% for the extension cohort vs 38.0% for the pre-PHE cohort), primary care (68.1% for the PHE cohort and 71.4% for the extension cohort vs 25.3% for the pre-PHE cohort), mental health (22.1% for the PHE cohort and 25.7% for the extension cohort vs 7.5% for the pre-PHE cohort) and substance use disorder visits (3.6% for the PHE cohort and 5.3% for the extension cohort vs 2.2%for the pre-PHE cohort) within 12 months, although there was evidence of delays in early postpartum and contraceptive visits. Results of this study suggest that extending Medicaid coverage for 12 months post partum was associated with expanded opportunities for greater access to Medicaid-financed medical and behavioral health care. Both prevention and ongoing treatment of chronic conditions may help mitigate key adverse outcomes. Findings may help policymakers and public health officials understand how extended coverage affects access to Medicaid-financed care.",JAMA health forum,2025-06-07,10.1001/jamahealthforum.2025.1630,Jonas J Swartz,Marisa Elena Domino,"Department of Obstetrics & Gynecology, Duke University School of Medicine, Durham, North Carolina.; Duke-Margolis Institute for Health Policy, Durham, North Carolina.; Cecil G. Sheps Center for Health Services Research, UNC Chapel Hill, Chapel Hill, North Carolina.; Duke-Margolis Institute for Health Policy, Durham, North Carolina.; Sanford School of Public Policy, Duke University, Durham, North Carolina.; Center for Health Information and Research, College of Health Solutions, Arizona State University, Phoenix.","Humans, Medicaid, Female, United States, North Carolina, Retrospective Studies, Adult, Health Services Accessibility, Pregnancy, COVID-19, Postpartum Period, Insurance Coverage, Patient Acceptance of Health Care",N/A
40577354,The Impact of Smoking on Nivolumab Outcomes in Renal Cell Carcinoma: Real-World Data from the Turkish Oncology Group Kidney Cancer Consortium (TKCC).,"The study aims to evaluate the effect of smoking status on treatment results in patients with metastatic renal cell carcinoma (RCC) treated with nivolumab in the second and following lines of therapy. The Turkish Oncology Group Kidney Cancer Consortium (TKCC) database was used to extract retrospective data from patients with metastatic RCC treated with nivolumab in the second line and beyond. Patients were evaluated according to their smoking status. A total of 247 patients were evaluated. The majority of the current smokers were male (93.8%, p=0.002). Nivolumab is mainly used in the second-line therapy (84.2%). Median time to treatment failure (TTF) and median overall survival was shorter in patients with currently smoking (10.81 vs. 4.11 months, p<0.001 and 32.33 vs. 16.76 months, p<0.049, respectively). Multivariate analysis showed that current smoking status was an independent adverse factor on median TTF (HR 2.06 95% confidence interval (CI)= 1.20-3.54, p=0.009) and median OS (, HR 2.06, 95% CI=1.25-3.38, p=0.004) in metastatic RCC patients treated with nivolumab in the second line and beyond. Current smoking status is an independent adverse prognostic factor for both TTF and OS in patients with metastatic RCC treated with nivolumab in the second line and beyond.",The oncologist,2025-06-27,10.1093/oncolo/oyaf186,Elif Sertesen Camoz,Yüksel Ürün,"University of Health Science, Dr Abdurrahman Yurtaslan Oncology Training and Research Hospital, Department of Medical Oncology, Ankara, Turkey.; Ankara University School of Medicine, Department of Medical Oncology, Ankara, Turkey.; Ankara University Cancer Institute, Ankara, Turkey.; University of Health Science, Gülhane Training and Research Hospital, Department of Medical Oncology, Ankara, Turkey.; Ege University School of Medicine, Department of Medical Oncology, İzmir, Turkey.; Bilkent City Hospital, Department of Medical Oncology, Ankara, Turkey.; Bilkent City Hospital, Department of Medical Oncology, Ankara, Turkey.; Cerrahpasa School of Medicine, Department of Medical Oncology, Istanbul, Turkey.; Trakya University School of Medicine, Department of Medical Oncology, Edirne, Turkey.; Marmara University School of Medicine, Department of Medical Oncology, Istanbul, Turkey.; University of Health Science, Bakirkoy Dr. Sadi Konuk Training and Research Hospital, Department of Medical Oncology, Istanbul, Turkey.; Izmir University of Economics, Medical Point Hospital, Izmir, Turkey.; Akdeniz University School of Medicine, Department of Medical Oncology, Antalya, Turkey.; Kartal Dr Lutfi Kirdar City Hospital, Department of Medical Oncology, Istanbul, Turkey.; University of Health Science, Gülhane Training and Research Hospital, Department of Medical Oncology, Ankara, Turkey.; University of Health Science, Dr Abdurrahman Yurtaslan Oncology Training and Research Hospital, Department of Medical Oncology, Ankara, Turkey.; Cerrahpasa School of Medicine, Department of Medical Oncology, Istanbul, Turkey.; Bilkent City Hospital, Department of Medical Oncology, Ankara, Turkey.; Ankara University School of Medicine, Department of Medical Oncology, Ankara, Turkey.; Ankara University Cancer Institute, Ankara, Turkey.; Lank Center for Genitourinary Oncology, Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.; Ankara University School of Medicine, Department of Medical Oncology, Ankara, Turkey.; Ankara University Cancer Institute, Ankara, Turkey.",N/A,"metastatic, nivolumab, renal cell carcinoma, smoking"
40578797,Potential impact of peer support service on SUD treatment engagement following ED visits among Kentucky medicaid beneficiaries.,"Research indicates that peer support has a positive impact on patients with substance use disorders (SUD). Despite promising findings, integrating peer support into SUD treatment remains limited, particularly during the critical transition period between emergency department (ED) discharge and treatment initiation. This study examines the effectiveness of Kentucky-certified Peer Support Specialists (PSS) during that period within a Medicaid population. We conducted a retrospective analysis of beneficiaries with SUD who initiated treatment following an ED visit using Kentucky Medicaid claims data from July 1, 2022, to June 30, 2023. We assessed prior health conditions using 12-month lookback period (July 2021-June 2022). We then compared monthly engagement outcomes between beneficiaries who received PSS and those who did not. PSS was consistently associated with higher odds of treatment engagement across six months. In unadjusted logistic regression models, odds ratios (ORs) for the PSS group ranged from 1.75 (95 % CI: 1.45-2.09) to 4.17 (95 % CI: 3.53-4.91). Adjusted models accounting for age, sex, geographic location, and health conditions yielded ORs between 1.63 (95 % CI: 1.35-1.95) and 3.84 (95 % CI: 3.23-4.55). Subgroup analysis by sex showed that females receiving PSS had ORs ranging from 1.50 (95 % CI: 1.10-2.05) to 3.77 (95 % CI: 2.80-5.07), while males showed ORs from 1.70 (95 % CI: 1.43-2.14) to 4.22 (95 % CI: 3.43-5.22). Among those with one health condition, PSS effects ranged from Month 1 (OR = 1.41, 95 % CI: 1.03-1.95) to a peak in Month 2 (OR = 4.51, 95 % CI: 3.32-6.13). For those with two conditions, effects increased from Month 1 (OR = 1.76, 95 % CI: 1.33-2.34) to a peak in Month 3 (OR = 4.21, 95 % CI: 3.25-5.45). In the group with three or more conditions, ORs started at 2.49 (95 % CI: 1.43-4.32) and remained high through Month 6 (OR = 3.46, 95 % CI: 2.18-5.48). Peer support services are associated with the increased likelihood of SUD engagement in Kentucky Medicaid enrollees. Subgroup findings by gender and health complexity highlight its broad effectiveness. These results support expanding access to peer support in Medicaid policy and practice.",Journal of substance use and addiction treatment,2025-06-25,10.1016/j.josat.2025.209746,Xiaoni Zhang,Gary Ozanich,"The University of Alabama at Birmingham, Birmingham, AL 35294, United States. Electronic address: xzhang2@uab.edu.; Institute of Health Innovation, Northern Kentucky University, Highland Heights, KY 41099, United States.; University of Cincinnati, Cincinnati, OH 45219, United States.; Institute of Health Innovation, Northern Kentucky University, Highland Heights, KY 41099, United States.",N/A,"ED, Medicaid beneficiaries, Peer support services, Retrospective study, Substance use disorder treatment"
