pmid,title,abstract,journal,publicationDate,doi,firstAuthor,lastAuthor,authorAffiliations,meshTags,keywords
40599969,Expansion of Telehealth Availability for Mental Health Care After State-Level Policy Changes From 2019 to 2022.,"Although telehealth services expanded rapidly during the COVID-19 pandemic, the association between state policies and telehealth availability has been insufficiently characterized. To investigate the associations between 4 state policies and telehealth availability at outpatient mental health treatment facilities throughout the US. This cohort study measured whether mental health treatment facilities offered telehealth services each quarter from April 2019 through September 2022. The sample comprised facilities with outpatient services that were not part of the US Department of Veterans Affairs system. Four state policies were identified from 4 different sources. Data were analyzed in January 2023. For each quarter, implementation of the following policies was indexed by state: (1) payment parity for telehealth services among private insurers; (2) authorization of audio-only telehealth services for Medicaid and Children's Health Insurance Program (CHIP) beneficiaries; (3) participation in the Interstate Medical Licensure Compact (IMLC), permitting psychiatrists to provide telehealth services across state lines; and (4) participation in the Psychology Interjurisdictional Compact (PSYPACT), permitting clinical psychologists to provide telehealth services across state lines. The primary outcome was the probability of a mental health treatment facility offering telehealth services in each quarter for each study year (2019-2022). Information on the facilities was obtained from the Mental Health and Addiction Treatment Tracking Repository based on the Substance Abuse and Mental Health Services Administration Behavioral Health Treatment Service Locator. Separate multivariable fixed-effects regression models were used to estimate the difference in the probability of offering telehealth services after vs before policy implementation, adjusting for characteristics of the facility and county in which the facility was located. A total of 12 828 mental health treatment facilities were included. Overall, 88.1% of facilities offered telehealth services in September 2022 compared with 39.4% of facilities in April 2019. All 4 policies were associated with increased odds of telehealth availability: payment parity for telehealth services (adjusted odds ratio [AOR], 1.11; 95% CI, 1.03-1.19), reimbursement for audio-only telehealth services (AOR, 1.73; 95% CI, 1.64-1.81), IMLC participation (AOR, 1.40, 95% CI, 1.24-1.59), and PSYPACT participation (AOR, 1.21, 95% CI, 1.12-1.31). Facilities that accepted Medicaid as a form of payment had lower odds of offering telehealth services (AOR, 0.75; 95% CI, 0.65-0.86) over the study period, as did facilities in counties with a higher proportion (>20%) of Black residents (AOR, 0.58; 95% CI, 0.50-0.68). Facilities in rural counties had higher odds of offering telehealth services (AOR, 1.67; 95% CI, 1.48-1.88). Results of this study suggest that 4 state policies that were introduced during the COVID-19 pandemic were associated with marked expansion of telehealth availability for mental health care at mental health treatment facilities throughout the US. Despite these policies, telehealth services were less likely to be offered in counties with a greater proportion of Black residents and in facilities that accepted Medicaid and CHIP.Appeared originally in",Focus (American Psychiatric Publishing),2025-07-01,10.1176/appi.focus.25023019,Ryan K McBain,Jonathan H Cantor,"Department of Medicine, Harvard Medical School, Boston, Massachusetts (McBain); Division of Healthcare Delivery, RAND Corporation, Arlington, Virginia (McBain, Schuler, Kofner); Division of Healthcare Delivery, RAND Corporation, Santa Monica, California (Qureshi, Matthews, Cantor); Division of Healthcare Delivery, RAND Corporation, Pittsburgh, Pennsylvania (Breslau).; Department of Medicine, Harvard Medical School, Boston, Massachusetts (McBain); Division of Healthcare Delivery, RAND Corporation, Arlington, Virginia (McBain, Schuler, Kofner); Division of Healthcare Delivery, RAND Corporation, Santa Monica, California (Qureshi, Matthews, Cantor); Division of Healthcare Delivery, RAND Corporation, Pittsburgh, Pennsylvania (Breslau).; Department of Medicine, Harvard Medical School, Boston, Massachusetts (McBain); Division of Healthcare Delivery, RAND Corporation, Arlington, Virginia (McBain, Schuler, Kofner); Division of Healthcare Delivery, RAND Corporation, Santa Monica, California (Qureshi, Matthews, Cantor); Division of Healthcare Delivery, RAND Corporation, Pittsburgh, Pennsylvania (Breslau).; Department of Medicine, Harvard Medical School, Boston, Massachusetts (McBain); Division of Healthcare Delivery, RAND Corporation, Arlington, Virginia (McBain, Schuler, Kofner); Division of Healthcare Delivery, RAND Corporation, Santa Monica, California (Qureshi, Matthews, Cantor); Division of Healthcare Delivery, RAND Corporation, Pittsburgh, Pennsylvania (Breslau).; Department of Medicine, Harvard Medical School, Boston, Massachusetts (McBain); Division of Healthcare Delivery, RAND Corporation, Arlington, Virginia (McBain, Schuler, Kofner); Division of Healthcare Delivery, RAND Corporation, Santa Monica, California (Qureshi, Matthews, Cantor); Division of Healthcare Delivery, RAND Corporation, Pittsburgh, Pennsylvania (Breslau).; Department of Medicine, Harvard Medical School, Boston, Massachusetts (McBain); Division of Healthcare Delivery, RAND Corporation, Arlington, Virginia (McBain, Schuler, Kofner); Division of Healthcare Delivery, RAND Corporation, Santa Monica, California (Qureshi, Matthews, Cantor); Division of Healthcare Delivery, RAND Corporation, Pittsburgh, Pennsylvania (Breslau).; Department of Medicine, Harvard Medical School, Boston, Massachusetts (McBain); Division of Healthcare Delivery, RAND Corporation, Arlington, Virginia (McBain, Schuler, Kofner); Division of Healthcare Delivery, RAND Corporation, Santa Monica, California (Qureshi, Matthews, Cantor); Division of Healthcare Delivery, RAND Corporation, Pittsburgh, Pennsylvania (Breslau).",N/A,N/A
40604652,"Trends in cocaine use and cocaine-related harms in Ireland: a retrospective, multi-source database study.","Increased cocaine supply has coincided with increased global cocaine use. In 2019 Ireland had one of the highest last-year rates of cocaine use in Europe. However, there is a lack of data on the health-related impacts of cocaine use in European countries over time. This retrospective, multi-source database study utilised data from national databases to evaluate the following time trends: (1) prevalence of cocaine use; (2) number of cocaine-related hospital discharges; (3) number of cocaine-related psychiatric hospital admissions; (4) treatment demand for problem cocaine use; and (5) cocaine-related deaths. Joinpoint regression was used to examine change points over time and average annual percentage changes (AAPCs). Last-year cocaine use among 15-64-year-olds increased from 1·1% in 2002/03 to 2·4% in 2022/23. The number of cocaine-related acute hospital discharges per 100,000 population increased from 1·4 in 2000 to 24·3 in 2023 (AAPC: 13·0%; 95% CI: 11·95, 14·84), and psychiatric hospitalisations increased from 0·2 in 2000 to 2·4 in 2022 (AAPC: 11·1%; 95% CI: 9·41, 15·48). Treatment entrants reporting cocaine as a main problem drug increased from 1·5 per 100,000 population in 2000 to 93·2 in 2023 (AAPC: 17·6%; 95% CI: 15·89, 20·74), while cocaine-related deaths increased from 0·3 in 2000 to 5·6 in 2020 (AAPC: 16·9%; 95% CI: 14·71, 21·70). In general, rates of harm increased from 2000 to 2007, decreased until 2011-2013, and since 2013 have increased significantly and consistently. Multiple databases show significant increases in cocaine-related harm since 2000. Responding to cocaine-related health problems and prevention efforts focused on cocaine constitute a public health priority.",BMC public health,2025-07-02,10.1186/s12889-025-23224-y,Deirdre Mongan,Bobby P Smyth,"Health Research Board, Dublin, Ireland. dmongan@hrb.ie.; Health Research Board, Dublin, Ireland.; School of Public Health, University College Cork, Cork, Ireland.; Health Research Board, Dublin, Ireland.; Health Research Board, Dublin, Ireland.; Health Research Board, Dublin, Ireland.; Health Research Board, Dublin, Ireland.; Health Research Board, Dublin, Ireland.; Department of Public Health & Primary Care, Trinity College Dublin, Russell Building, Tallaght Cross, Dublin, Ireland.; Health Service Executive Addiction Service, Dublin South West, Dublin, Ireland.","Humans, Ireland, Cocaine-Related Disorders, Retrospective Studies, Adult, Male, Middle Aged, Female, Adolescent, Young Adult, Databases, Factual, Hospitalization, Prevalence, Cocaine","Cocaine, Deaths, Harms, Treatment, Trends, Use"
40604906,Association between neutrophil-to-high-density lipoprotein-cholesterol ratio and prevalence and mortality of diabetes: a cross-sectional study.,"Inflammatory responses and lipid metabolism play critical roles in diabetes development. This study explored the association between the neutrophil-to-high-density lipoprotein cholesterol ratio (NHR) and diabetes prevalence and mortality. This cross-sectional study was conducted in the National Health and Nutrition Survey (NHANES) from 1999 to 2018. The correlation between NHR and the prevalence of diabetes was evaluated using logistic regression models. Additionally, the Cox proportional hazards model was applied to investigate whether NHR related to the risk of mortality from all causes and cardiovascular diseases. A series of sensitivity analyses and subgroup analyses were performed to test the robustness of the findings. Among the 52,428 study participants, 8,114 (15.48%) had diabetes, with a mean neutrophil-to-high-density lipoprotein cholesterol ratio (NHR) of 3.49. In the full-adjusted model, each unit increase in NHR was related to a 17.0% higher risk of diabetes (odds ratio, 1.17 [95% CI 1.13-1.21], P < 0.001). Results were similar when participants were categorized by NHR tertiles (odds ratio, 2.08 [95% CI 1.76-2.47], comparing extreme quartiles). The stratified analyses showed that the association between NHR and risk of diabetes was more obvious in female, White, former smokers and participants with age ≥ 50 years. After a median (interquartile range) follow-up of 9.42 (5.08-14.33) years, higher NHR levels were positively associated with the risk of all-cause and cardiovascular disease mortality in diabetes patients. A series of sensitivity analyses confirmed the robustness of the findings. Elevated NHR is linked to higher diabetes prevalence and increased mortality risk in a U.S. population, independent of traditional risk factors. Regular monitoring of NHR may serve as an easy-to-measure tool for risk stratification for diabetes and its adverse outcomes. Not applicable.",BMC endocrine disorders,2025-07-02,10.1186/s12902-025-01978-1,Yueting Tao,Chengzhen Dong,"Department of Endocrinology and Metabolism, Chengdu Seventh People's Hospital, Chengdu, China.; Department of Neurology, Chengdu Seventh People's Hospital, Chengdu, China.; Department of Nephrology, Chengdu Seventh People's Hospital, Chengdu, China.; Department of Endocrinology and Metabolism, Chengdu Seventh People's Hospital, Chengdu, China. chengzhendongcd@163.com.","Humans, Cross-Sectional Studies, Female, Male, Middle Aged, Prevalence, Diabetes Mellitus, Neutrophils, Nutrition Surveys, Cholesterol, HDL, Adult, Follow-Up Studies, Prognosis, Biomarkers, Aged, Risk Factors","Diabetes, Mortality, Neutrophil-to-high-density lipoprotein cholesterol ratio, Prevention, Risk factors"
40606797,Factors associated with emergency room visits among patients with opioid use disorder: A study of buprenorphine-treated and untreated patients.,"Identify factors associated with 6-month emergency room (ER) outcomes in patients with opioid use disorder (OUD) and/or treated with buprenorphine (extended-release [BUP-XR] or transmucosal [BUP-TM]). Compare baseline characteristics and 6-month ER visits and healthcare resource utilization (HCRU) across treatment groups. Patient claims data from September 2017- March 2022 were analyzed for patients diagnosed with OUD and/or treated with buprenorphine. Adjusted logistic regression models were used to identify factors associated with ER visits 6-months post-index. 543 patients initiating BUP-XR, 52,569 BUP-TM and 57,125 patients with OUD diagnosis but no-medications for opioid use disorder (MOUD) were identified.Patients who received BUP-XR (OR: 0.43, 95 % CI: 0.36-0.53) or BUP-TM (OR: 0.78; CI: 0.76-0.81) had lower odds for an all-cause post-index ER visit compared to those with no MOUD treatment.Patients with later index years or those who had an opioid overdose ER visit in the baseline period had higher odds of post-index all-cause and opioid overdose ER visits.1.2 % in BUP-TM cohort and 1 % in the no MOUD cohort had an opioid overdose ER visit, compared to 0 % in the BUP-XR cohort. The BUP-XR cohort had lower rates of inpatient stays, ER visits, and outpatient physician office visits compared to the BUP-TM and no MOUD cohorts but incurred higher pharmacy costs. This study found that any buprenorphine treatment, particularly BUP-XR, was associated with lower odds of all-cause ER visits compared to patients with no MOUD, and highlighted potential risk factors that could help reduce the demand on ER services.",Drug and alcohol dependence reports,2025-09-01,10.1016/j.dadr.2025.100349,Sabrina Gaiazov,Robert Dunne,"Indivior Inc., Medical Affairs, Richmond, VA, USA.; Indivior Inc., Medical Affairs, Richmond, VA, USA.; Indivior Inc., Medical Affairs, Richmond, VA, USA.; IQVIA Health Economics and Outcomes Research, Falls Church, VA, USA.; IQVIA Health Economics and Outcomes Research, Falls Church, VA, USA.; IQVIA Health Economics and Outcomes Research, Falls Church, VA, USA.; Department of Emergency Medicine, Wayne State University, Detroit, MI, USA.",N/A,"Buprenorphine, Emergency room visits, Medication for opioid use disorder, Opioid overdose, Opioid use disorder, Patient costs, Synthetic opioids"
40610254,Multimorbidity Profiles and Cause-Specific Mortality Among Older Adults with Schizophrenia.,"To characterize multimorbidity patterns among mid- to late-life adults with schizophrenia and evaluate the relationship between multimorbidity patterns and cause-specific mortality. This study utilized a national, longitudinal, cohort of U.S. veterans aged 50 years and older with schizophrenia who were followed 2012-2020 (n = 91,680). Latent class analysis was used to identify multimorbidity profiles of medical and neuropsychiatric diagnoses. Demographic variables and diagnoses were extracted from the Veterans Affairs (VA) National Patient Care Database and Centers for Medicare & Medicaid Services data. Information on cause-specific mortality was drawn from the VA Mortality Data Repository. Fine-Gray models were used to examine associations between multimorbidity classes and incident mortality over the study period, including death due to natural causes, unintentional injury, and suicide. Four multimorbidity classes were identified: Minimal Multimorbidity (52%), high anxiety/post-traumatic stress disorder (PTSD) (19%), psychiatric and substance use disorder (SUD) (19%), and high Medical-Psychiatric (11%). The high Medical-Psychiatric class had the highest risk of overall mortality during the study period (HR 2.03, 95% CI 1.97-2.09 versus Minimal Multimorbidity), with the most common causes of death due to heart disease, cancer, and chronic lower respiratory disease. The psychiatry and SUD class had the highest risk of death due to unintentional injury (HR 2.24, 95% CI 2.00-2.51). The High Anxiety/PTSD group had the highest risk of suicide death (HR 1.37, 95% CI 1.06-1.77). Older veterans with schizophrenia are a heterogeneous group with distinct multimorbidity patterns and associated causes of mortality. Tailored interventions should address the specific clinical and psychosocial needs of these subgroups.",The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,2025-06-16,10.1016/j.jagp.2025.06.002,Alison R Hwong,Amy L Byers,"Stanford Department of Psychiatry and Behavioral Sciences (ARH, DMB), Palo Alto, CA; VA Palo Alto Health Care System (ARH, DMZ, DMB), Palo Alto, CA. Electronic address: arhwong@stanford.edu.; Northern California Institute for Research and Education (YL), San Francisco, CA.; Division of Geriatrics (MAS, ALB), University of California, San Francisco and San Francisco VA Health Care System, San Francisco, CA.; Department of Psychiatry and Behavioral Sciences (CM), University of California, San Francisco, CA.; VA Palo Alto Health Care System (ARH, DMZ, DMB), Palo Alto, CA; Stanford School of Medicine (DMZ), Palo Alto, CA.; Hoag Hospital (RTM), Newport Beach, CA.; Stanford Department of Psychiatry and Behavioral Sciences (ARH, DMB), Palo Alto, CA; VA Palo Alto Health Care System (ARH, DMZ, DMB), Palo Alto, CA.; Division of Geriatrics (MAS, ALB), University of California, San Francisco and San Francisco VA Health Care System, San Francisco, CA; Department of Psychiatry and Behavioral Sciences and Department of Medicine (ALB), Center for Data to Discovery and Delivery Innovation (3DI), University of California, San Francisco VA Health Care System, San Francisco, CA.",N/A,"Veterans, aging, multimorbidity, premature mortality, schizophrenia"
40610285,Association of peripheral nerve blocks with increased postoperative pain and opioid use in orthopaedic surgery: a single-centre retrospective cohort study.,"Peripheral nerve blocks have become popular in orthopaedic surgeries to improve acute postoperative pain. However, studies are mixed on their effectiveness in decreasing postoperative opioid consumption. A more comprehensive analysis is necessary to understand if peripheral nerve blocks reduce postoperative opioid exposure and risk for opioid dependence. This retrospective cohort study evaluated electronic health record data for adults undergoing orthopaedic surgery with general anaesthesia from 2016 to 2020 at the Massachusetts General Hospital. Linear models were fitted on propensity-weighted data to characterise the association between single injection peripheral nerve blocks and clinical outcomes. Our primary outcomes were maximum pain score and cumulative opioid dose, quantified in morphine milligram equivalents, administered in the PACU. Post-discharge outcomes associated with pain and opioid consumption were also evaluated. Among 22 956 patients, peripheral nerve block administration was associated with lower maximum pain scores and lower probability of opioid administration in the PACU. However, it was associated with higher maximum pain scores and a 22.7% increase in opioid consumption during the hospital stay. Peripheral nerve blocks were associated with an increase in opioid prescriptions at 30 days after discharge, but no increase at 90 or 180 days, and with decreased chronic pain diagnoses 1 yr after operation. Although single injection peripheral nerve blocks were effective in reducing immediate postoperative pain and opioid consumption, they were associated with greater opioid consumption that could increase the risk for opioid dependence. Standardised protocols to mitigate the risk for rebound pain could help minimise postoperative opioid exposure.",British journal of anaesthesia,2025-07-02,10.1016/j.bja.2025.05.030,Ashley R Chung,Patrick L Purdon,"Stanford University School of Medicine, Department of Anesthesiology, Perioperative and Pain Medicine, Palo Alto, CA, USA.; Stanford University School of Medicine, Department of Anesthesiology, Perioperative and Pain Medicine, Palo Alto, CA, USA; Harvard/MIT MD-PhD Program, Boston, MA, USA; Harvard/MIT Program in Health, Sciences, and Technology, Cambridge, MA, USA; Department of Anesthesia, Critical Care, and Pain Medicine, Massachusetts General Hospital, Boston, MA, USA. Electronic address: rorymather@hms.harvard.edu.; Stanford University School of Medicine, Department of Anesthesiology, Perioperative and Pain Medicine, Palo Alto, CA, USA; Department of Anesthesia and Perioperative Medicine, University of Chile, Santiago, Chile.; Stanford University School of Medicine, Department of Anesthesiology, Perioperative and Pain Medicine, Palo Alto, CA, USA.; Stanford University School of Medicine, Department of Anesthesiology, Perioperative and Pain Medicine, Palo Alto, CA, USA.; Stanford University School of Medicine, Department of Anesthesiology, Perioperative and Pain Medicine, Palo Alto, CA, USA.; Department of Anesthesia, Critical Care and Pain Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA.; Department of Anesthesia, Critical Care, and Pain Medicine, Massachusetts General Hospital, Boston, MA, USA.; Department of Anesthesia, Critical Care, and Pain Medicine, Massachusetts General Hospital, Boston, MA, USA.; Stanford University School of Medicine, Department of Anesthesiology, Perioperative and Pain Medicine, Palo Alto, CA, USA.",N/A,"chronic postsurgical pain, opioid dependence, peripheral nerve block, rebound pain, regional anaesthesia"
40611139,Associations of socioeconomic status and health lifestyles with chronic obstructive pulmonary disease: two nationwide population-based studies.,"Low socioeconomic status (SES) is associated with increased chronic obstructive pulmonary disease (COPD) risk, with smoking and poor diet as major contributing factors. However, the impact of a comprehensive healthy lifestyle as a potential mediator between SES and COPD risk remains understudied. This study analyzed data from 32,836 US adults in the NHANES (1999-2020) and 131,872 UK adults in the UK Biobank. SES was assessed via latent class analysis based on income, education, employment, and health insurance (NHANES). SES was categorized into high, middle, and low levels. Healthy lifestyle scores included nonsmoking, no heavy drinking, regular physical activity, and a high-quality diet. Weighted multivariable logistic regression (NHANES) and Cox proportional hazards models (UK Biobank) were used to assess the associations between SES and the prevalence (NHANES) or incidence (UK Biobank) of COPD. In the UK Biobank, the incidences of newly diagnosed COPD in the high-, medium-, and low-SES groups were 1.27%, 2.92%, and 6.57%, respectively. In the U.S. NHANES, the prevalence rates of COPD were 2.55%, 2.53%, and 4.50%, respectively. Compared with the highest SES group, a low SES was a risk factor for both the incidence and prevalence of COPD (UK Biobank: HR = 3.27, 95% CI = 2.98 to 3.58; NHANES: OR = 1.61, 95% CI = 1.23 to 2.10). The percentages of the mediation effect of a healthy lifestyle in the UK Biobank and US NHANES were 2.81% and 37.27%, respectively. Additionally, compared with those in the group with the highest SES and the healthiest lifestyle, the risk of COPD incidence and prevalence increased by 950% (HR = 10.50, 95% CI = 9.04 to 12.20) and 641% (OR = 7.41, 95% CI = 5.10 to 10.78), respectively, in the group with the lowest SES and the unhealthiest lifestyle. Risk factor analysis for COPD revealed that, in addition to a low SES (HR = 2.55, 95% CI = 2.39 to 2.72; OR = 2.08, 95% CI = 1.76 to 2.46) and unhealthy lifestyle (HR = 2.92, 95% CI = 2.73 to 3.12; OR = 3.78, 95% CI = 3.13 to 4.57), smoking (HR = 5.23, 95% CI = 4.87 to 5.61; OR = 3.85, 95% CI = 3.23 to 4.59) was the most significant risk factor for COPD. Low SES significantly contributes to COPD risk, but a healthy lifestyle mediating this association. Promoting healthy lifestyle choices and addressing socioeconomic disparities are essential public health strategies for COPD prevention. Additionally, smoking cessation and increased early screening in smokers are strongly recommended.",BMC public health,2025-07-03,10.1186/s12889-025-23568-5,Siying Liu,Yongze Li,"Department of Endocrinology and Metabolism and the Institute of Endocrinology, NHC Key Laboratory of Diagnosis and Treatment of Thyroid Diseases, First Hospital of China Medical University, No. 155, Nanjing Bei Street, Shenyang, 110001, P. R. China.; Department of Endocrinology and Metabolism and the Institute of Endocrinology, NHC Key Laboratory of Diagnosis and Treatment of Thyroid Diseases, First Hospital of China Medical University, No. 155, Nanjing Bei Street, Shenyang, 110001, P. R. China.; Department of Endocrinology, Shengjing Hospital of China Medical University, Shenyang, China.; Department of Endocrinology and Metabolism and the Institute of Endocrinology, NHC Key Laboratory of Diagnosis and Treatment of Thyroid Diseases, First Hospital of China Medical University, No. 155, Nanjing Bei Street, Shenyang, 110001, P. R. China.; Global Health Research Centre, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, Southern Medical University, Guangzhou, China.; Department of Endocrinology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China.; School of Management, University College London, London, UK.; Health Sciences Institute, The College of Basic Medical Science, China Medical University, Shenyang, Liaoning Province, China. qqguo@cmu.edu.cn.; School of Public Health, Shenzhen University Medical School, Shenzhen, China. zhangjing1985zj@163.com.; Department of Endocrinology and Metabolism and the Institute of Endocrinology, NHC Key Laboratory of Diagnosis and Treatment of Thyroid Diseases, First Hospital of China Medical University, No. 155, Nanjing Bei Street, Shenyang, 110001, P. R. China. yzli87@cmu.edu.cn.","Humans, Pulmonary Disease, Chronic Obstructive, Male, Female, Middle Aged, United Kingdom, United States, Social Class, Adult, Aged, Nutrition Surveys, Risk Factors, Healthy Lifestyle, Prevalence, Incidence, Life Style","Chronic obstructive pulmonary disease, Cohort study, Lifestyle, Socioeconomic status"
40612555,Cumulative behavioral and metabolic determinants of health are associated with higher inflammation-related indices: insights from a cross-sectional study (NHANES 2005-2018).,"This study innovatively investigates the cumulative associations between behavioral determinants of health (BDoH), metabolic determinants of health (MDoH), and systemic inflammation biomarkers in U.S. adults, using a novel cross-sectional framework to quantify their synergistic effects. Utilizing cross-sectional data from 18,500 participants in the National Health and Nutrition Examination Survey (NHANES 2005-2018 cycle), we developed a composite exposure model integrating BDoH (smoking status, physical activity, dietary quality) and MDoH (obesity metrics, hypertension, diabetes) through standardized questionnaires and clinical measurements. Systemic immune-inflammation index (SII) and systemic inflammatory response index (SIRI) were calculated from peripheral blood cell counts. Multivariable-adjusted logistic regression models examined dose-response relationships, with trend analysis explicitly testing cumulative BDoH-MDoH interactions. The cohort (mean age 44.3 ± 0.3 years; 52.4% male) demonstrated significant positive associations between adverse health determinants and inflammatory indices. Current tobacco use (OR = 1.32, 95%CI = 1.18-1.47), suboptimal diet (HEI < 52: OR = 1.24, 95%CI = 1.11-1.38), obesity (BMI ≥ 30 kg/m This cross-sectional study provides the first evidence that integrated BDoH-MDoH cumulative exposure models uncover distinct and synergistic inflammatory pathways. Both individual and combined behavioral-metabolic risk factors significantly associate with systemic inflammation biomarker elevation, highlighting the necessity of dual-target intervention strategies.",Frontiers in public health,2025,10.3389/fpubh.2025.1602629,Anzhi Wang,Yun Pan,"The First Affiliated Hospital of Jinan University, Guangzhou, China.; The First Affiliated Hospital of Jinan University, Guangzhou, China.; The First Affiliated Hospital of Jinan University, Guangzhou, China.; The First Affiliated Hospital of Jinan University, Guangzhou, China.; The First Affiliated Hospital of Jinan University, Guangzhou, China.; Department of Emergency, Zhujiang Hospital, Southern Medical University, Guangzhou, China.; The First Affiliated Hospital of Jinan University, Guangzhou, China.","Humans, Cross-Sectional Studies, Male, Female, Inflammation, Adult, Nutrition Surveys, Middle Aged, Biomarkers, Exercise, United States, Health Behavior, Diet, Obesity, Hypertension, Smoking","NHANES, behavioral determinants of health, metabolic determinants of health, systemic immune-inflammation index, systemic inflammatory response index"
40613015,"Posterior Reversible Encephalopathy Syndrome in Chronic Kidney Disease: Incidence, Outcomes, and Risk Factors in a National Cohort.","Posterior reversible encephalopathy syndrome (PRES) is an acute neurological condition that, if untreated, can result in severe complications, such as intracerebral hemorrhage. Patients with chronic kidney disease (CKD) are at an increased risk of developing PRES; however, it is unclear whether this risk is primarily driven by comorbid conditions or if renal dysfunction itself is an independent risk factor. This study aimed to evaluate the incidence, outcomes, and resource utilization of PRES across CKD stages compared with patients without kidney disease. A retrospective study using the Nationwide Inpatient Sample Database. Adult patients nonelectively admitted with PRES from 2016 to 2019. Different stages of CKD versus no kidney disease. All-cause in-hospital mortality, Incidence of PRES hospitalizations, in-hospital morbidity (intracerebral hemorrhage, ischemic stroke, brain herniation, and status epilepticus), and health care resource utilization (length of hospital stay and total hospitalization charges). Multivariate logistic and linear regression analyses were conducted using survey design methods. The cohort included 12,605 patients, representing 0.014% of all admissions. PRES incidence increased from 0.013% in 2016 to 0.015% in 2019 ( The use of administrative data limits access to detailed clinical information. Residual confounding factors remain possible. This is the largest study to date on PRES in CKD populations. CKD is strongly associated with PRES, with a dose-response relationship, and KF is an independent risk factor for in-hospital mortality, emphasizing the need for heightened clinical vigilance in this population.",Kidney medicine,2025-07-01,10.1016/j.xkme.2025.101022,Mingyue He,Avrum Gillespie,"Department of Internal Medicine, Temple University Hospital, Philadelphia, PA.; Section of Nephrology, Hypertension and Kidney Transplantation, Lewis Katz School of Medicine at Temple University, Philadelphia, PA.",N/A,"In-hospital mortality, Posterior reversible encephalopathy syndrome, chronic kidney disease, end-stage kidney disease, kidney failure, nationwide inpatient sample"
40618656,Risk of drug-related mortality among people receiving opioid-agonist treatment during the COVID-19 pandemic in Scotland.,"The COVID-19 pandemic led to changes in delivery of opioid-agonist treatment (OAT) and risk of drug-related harm in Scotland. This study aimed to (i) examine changes in drug-related death (DRD) rates and the protective effect of OAT during the COVID-19 pandemic in Scotland (2020-2022) compared with the previous decade (2011-2019); and (ii) describe trends in OAT prescribing over the same period. We conducted a retrospective cohort study using data from the Scottish national Prescribing Information System linked to healthcare and administrative data from Public Health Scotland. The cohort included individuals prescribed OAT (methadone or buprenorphine). We examined trends in OAT prescribing, calculated crude DRD rates per 1000 person-years, and used multivariable quasi-Poisson regression to estimate adjusted incidence rate ratios (aIRR) for DRD risk across four time periods (2011-2013, 2014-2016, 2017-2019, and 2020-2022). Between 2011 and 2022, 49,000 individuals accessed OAT, contributing 366,344 person years of follow-up, during which 5255 DRDs occurred. In the COVID-19 pandemic period (2020-2022), 34,241 people received OAT and there were 1825 DRDs. DRD rates increased steadily prior to 2020, but remained stable during the pandemic: the observed DRD rate during 2020-2022 was comparable to 2017-2019 (aIRR=0.96, 95 % CI=0.80, 1.15). Across all periods, being on OAT was consistently associated with a lower risk of DRD compared to being off treatment (aIRR=3.47, 95 % CI=2.98, 4.05). During the COVID-19 pandemic in Scotland, DRD rates remained stable following a three-fold rise since 2011-13. The protective effect of OAT was sustained during the pandemic, which highlights the importance of maintaining access to OAT during public health crises.",The International journal on drug policy,2025-07-05,10.1016/j.drugpo.2025.104912,Megan Glancy,Sharon Hutchinson,"School of Health and Life Sciences, Glasgow Caledonian University, Glasgow, UK; Public Health Scotland, Glasgow, UK. Electronic address: megan.glancy@gcu.ac.uk.; School of Health and Life Sciences, Glasgow Caledonian University, Glasgow, UK; Public Health Scotland, Glasgow, UK.; School of Health and Life Sciences, Glasgow Caledonian University, Glasgow, UK; Public Health Scotland, Glasgow, UK.; School of Health and Life Sciences, Glasgow Caledonian University, Glasgow, UK; Public Health Scotland, Glasgow, UK.; School of Health and Life Sciences, Glasgow Caledonian University, Glasgow, UK; Public Health Scotland, Glasgow, UK.; Public Health Scotland, Glasgow, UK.; Glasgow Alcohol and Drug Recovery Services, NHS Greater Glasgow and Clyde, Glasgow, UK.; Scottish Drugs Forum, Glasgow, UK.; School of Health and Life Sciences, Glasgow Caledonian University, Glasgow, UK; Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, UK; National Drugs and Alcohol Research Centre, University of New South Wales, Sydney, Australia.; School of Health and Life Sciences, Glasgow Caledonian University, Glasgow, UK; Public Health Scotland, Glasgow, UK.",N/A,"Buprenorphine, Methadone, Mortality, Opioid use disorder, Opioid-agonist treatment, Overdose, Substance use disorder"
